title,authors,average_rating,isbn,# num_pages
Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren,3.98,0393058263,832
From Counterculture to Cyberculture: Stewart Brand  the Whole Earth Network  and the Rise of Digital Utopianism,Fred Turner,3.96,0226817415,327
Problems of the Self: Philosophical Papers 1956 1972,Bernard Williams,4.02,0521290600,276
Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,4.1,0521286913,188
Ethics and the Limits of Philosophy,Bernard Williams,4.05,067426858X,230
On Rhetoric and Language: Four Key Dialogues,Jean Nienkamp,4.2,1880393336,232
I Shouldn't Even Be Doing This!: And Other Things That Strike Me as Funny,Bob Newhart,3.74,1401302467,239
The Norton Anthology of Modern and Contemporary Poetry,Jahan Ramazani-Richard Ellmann-Robert O'Clair,4.23,039332429X,1136
The Elephant War,Gillian Avery,3.68,1903252040,256
A Likely Lad,Gillian Avery,4.08,0370307127,224
The Wind in the Willows,Kenneth Grahame-Gillian Avery,3.99,0143039091,256
The Everyman Anthology of Poetry for Children,Gillian Avery-Everyman's Library-Thomas Benwick,4.17,0679436340,379
Holiday Romance and Other Writings for Children,Charles Dickens,3.34,0460876015,368
Ideas Have Consequences,Richard M. Weaver,4.18,0226876802,198
Manliness,Harvey Mansfield,3.37,0300106645,304
The Von Hoffmann Bros.' Big Damn Book Of Sheer Manliness,Todd Von Hoffmann-Brant Von Hoffman-Colby Allerton,4.21,1575440849,224
Anna Karenina,Leo Tolstoy-Richard Pevear-Larissa Volokhonsky,4.04,0142000272,838
The Idiot,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,4.19,186207593X,640
The Brothers Karamazov,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,4.32,0099922800,796
Selected Stories of Anton Chekhov,Anton Chekhov-Richard Pevear-Larissa Volokhonsky,4.35,0553381008,467
Mother Maria Skobtsova: Essential Writings,Maria Skobtsova-Richard Pevear,4.31,1570754365,192
What is Art?,Leo Tolstoy-Richard Pevear-Larissa Volokhonsky,3.7,0140446427,230
The Complete Short Novels,Anton Chekhov-Richard Pevear-Larissa Volokhonsky,4.47,140003292X,548
The Double and The Gambler,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,4.15,0375719016,344
The Adolescent,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,3.94,0375719008,647
If I Die in a Combat Zone,Tim O'Brien,3.95,0007162995,208
If I Die In A Combat Zone,Tim O'Brien,3.95,0586087990,208
Rainbow Six (Jack Ryan Universe  #10),Tom Clancy,4.08,0425170349,912
Child of War  Woman of Peace,Le Ly Hayslip-James Hayslip-Jenny Wurts,3.76,0385471475,388
When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip-Jay Wurts,4.11,0452271681,400
When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip-Jay Wurts,4.11,0452264170,368
Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement  Third Edition,Craig Scharlin-Lilia V. Villanueva,3.87,0295979844,208
Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody,4.13,0385337817,424
I'm Too Young To Be Seventy,Judith Viorst-Laura Gibson,3.94,0743267745,64
The Seventy Wonders of the Ancient World: The Great Monuments and How They Were Built,Christopher Scarre,4.02,0500050961,304
Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,3.89,0553587153,496
The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,4.08,0142003344,528
Words and Rules: The Ingredients of Language,Steven Pinker,3.91,0753810255,397
How the Mind Works,Steven Pinker,3.97,0140244913,660
The Language Instinct: How the Mind Creates Language,Steven Pinker,4.05,0060958332,448
Learnability and Cognition: The Acquisition of Argument Structure,Steven Pinker-Jacques A. Mehler,3.7,0262660733,432
Fight Club,Chuck Palahniuk,4.2,0393327345,218
BSD Hacks,Lavigne,3.79,0596006799,450
The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler-Marshall Kirk McKusick-Michael J. Karels,4.26,0201061961,471
Choke,Stuart Woods,3.83,0061094226,352
Choke Point: A Brinker Mystery (Brinker P.I.),James C. Mitchell,3.24,0312315325,272
The Aleph and Other Stories,Jorge Luis Borges-Andrew Hurley,4.38,0142437883,210
El Aleph,Jorge Luis Borges,4.38,9500425998,253
Vanity Fair,William Makepeace Thackeray-John Carey,3.78,0141439831,867
Vanity Fair,William Makepeace Thackeray-Nicholas Dames,3.78,1593080719,696
Vanity Fair,William Makepeace Thackeray,3.78,0140620850,672
V for Vendetta,Alan Moore-David   Lloyd,4.25,1401207928,296
Official Nintendo Power FINAL FANTASY V ADVANCE Player's Guide,Nintendo Power,4.25,1598120174,128
V.,Thomas Pynchon-Carlos Martín Ramírez,3.96,2020418770,640
Girl in the Shadows (Shadows  #2),V.C. Andrews,3.81,1416500529,400
V for Vendetta,Steve Moore-Andy Wachowski-Lana Wachowski-Alan Moore,4.15,1416516999,358
Heaven (Casteel  #1),V.C. Andrews,4.03,0671010050,464
Slow Learner: Early Stories,Thomas Pynchon,3.5,0099532514,208
A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,Steven Weisenburger,4.01,0820328073,424
Casino Royale,Ian Fleming,3.74,0141187581,181
Casino Royale,Anthony Hern-Ian Fleming-Henry Gammidge-John McLusky,3.68,1840238437,96
Bel Canto,Ann Patchett,3.93,0060838728,352
Guerilla Film Makers Movie Blueprint,Chris          Jones-Jonathan Newman-Cara Williams,4.2,0826414532,608
Mini-Manual of the Urban Guerrilla,Carlos Marighella,3.31,1894925025,66
The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),Christopher   Duncan,3.13,1590596242,264
A Bend in the River,V.S. Naipaul,3.77,0330487140,326
The Middle Passage,V.S. Naipaul,3.59,0375708340,256
A House for Mr Biswas,V.S. Naipaul,3.82,0330487191,623
Magic Seeds,V.S. Naipaul,3.12,0375707271,280
The Mimic Men,V.S. Naipaul,3.39,0330487108,278
Half a Life,V.S. Naipaul,3.24,037570728X,224
North of South: An African Journey,Shiva Naipaul,3.93,0140188266,352
The Enigma of Arrival: A Novel in Five Sections,V.S. Naipaul,3.69,0330487159,387
V.S. Naipaul,Bruce Alvin King,2.0,1403904561,240
Regeneration (Regeneration  #1),Pat Barker,4.03,0140236236,256
Regeneration Through Violence: The Mythology of the American Frontier  1600–1860,Richard Slotkin,4.28,0806132299,670
Regeneration (Species Imperative  #3),Julie E. Czerneda,4.13,0756403456,543
The Regeneration Trilogy (Regeneration  #1-3),Pat Barker,4.39,0670869295,592
The Ghost Road,Pat Barker,4.11,0140236287,278
The Sparrow (The Sparrow  #1),Mary Doria Russell,4.17,0552997773,506
The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5),Rob Kidd-Walt Disney Company,4.05,1423101685,144
The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow  #4),Rob Kidd-Jean-Paul Orpinas-Walt Disney Company,3.97,1423100611,122
The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),Rob Kidd-Walt Disney Company,3.89,1423100204,119
The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2),Rob Kidd-Jean-Paul Orpinas,3.86,1423100190,123
The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1),Rob Kidd-Jean-Paul Orpinas,3.83,1423100182,135
The Woman in White,Wilkie Collins-Matthew Sweet,3.99,0141439610,672
The Woman in White,Wilkie Collins,3.99,0486440966,504
The Woman in White,Wilkie Collins-Maria K. Bachman-Don Richard Cox,3.99,1551116448,696
The Woman in White,Wilkie Collins-Camille Cauti,3.99,1593082800,635
The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.49,0007136587,1200
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks Upon The United States,3.58,0393060411,624
The Hobbit or There and Back Again,J.R.R. Tolkien,4.26,0618260307,366
The Annotated Hobbit,J.R.R. Tolkien-Douglas A. Anderson,4.26,0007137273,411
Poems From The Hobbit,J.R.R. Tolkien,4.32,0618009345,57
The Hobbit: Or There and Back Again,J.R.R. Tolkien,4.26,1594130051,481
The Hobbit,J.R.R. Tolkien,4.26,0261103288,277
Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,Harry Graham-Frank J. Moore-D. Streamer,3.83,0486402185,64
The Essential Neruda: Selected Poems,Pablo Neruda-Mark Eisner-Lawrence Ferlinghetti-Robert Hass-Stephen Mitchell-Alastair Reid-Forrest Gander-Jack Hirschman-Stephen Kessler-John Felstiner,4.46,0872864286,200
Twenty Love Poems and a Song of Despair,Pablo Neruda-W.S. Merwin-Cristina García,4.31,0143039962,70
Veinte poemas de amor y una canción desesperada; Cien sonetos de amor,Pablo Neruda,4.31,1400001447,160
The Poetry of Pablo Neruda,Pablo Neruda-Ilan Stavans,4.45,0374529604,1040
Love,Pablo Neruda,4.46,0786881488,43
Memoirs,Pablo Neruda,4.21,028564811X,378
Anil's Ghost,Michael Ondaatje,3.56,0375724370,311
The Collected Works of Billy the Kid,Michael Ondaatje,3.99,0747572607,105
Running In The Family,Michael Ondaatje,3.84,0330281720,207
Waiting for My Cats to Die: A Memoir,Stacy Horn,3.67,0312287445,320
Narcissus and Goldmund,Hermann Hesse-Ursule Molinaro,4.2,0374506841,320
Narcissus and Goldmund,Hermann Hesse-Leila Vennewitz,4.2,0720608724,288
Edward Lear's Book of Nonsense: With Lear's Original Illustrations,Edward Lear-Simcha Shtull,3.66,1888297018,46
A Sparrow Falls (Courtney #3),Wilbur Smith,4.17,0312940688,640
Providence of a Sparrow: Lessons from a Life Gone to the Birds,Chris Chester,4.32,1400033853,304
Sparrow Hawk Red,Ben Mikaelsen,3.77,0786811056,185
The Fall of a Sparrow,Robert Hellenga,3.69,0684850273,464
The Bluebird and the Sparrow (Women of the West  #10),Janette Oke,3.82,0764202537,251
Journey of the Sparrows,Fran Leeper Buss-Daisy Cubias,3.67,0142302090,160
Aleutian Sparrow,Karen Hesse-Evon Zerbetz-Kim McGillivray,3.77,1416903275,160
An Episode of Sparrows,Rumer Godden,4.2,1590171241,247
Li Po and Tu Fu: Poems,Li Bai-Du Fu-Arthur Cooper-Shui Chien-Tung,4.11,0140442723,256
混血王子的背叛 (哈利波特  #6),J.K. Rowling-J.K.羅琳-皇冠編譯組-張定綺-彭倩文-趙丕慧-林靜華,4.56,9573321742,735
火盃的考驗 (哈利波特  #4),J.K. Rowling-J.K.羅琳-彭倩文,4.55,9573318318,768
Five t'Ang Poets,Wang Wei-Li Bai-Li Ho-Li Shang-yin-David        Young,4.31,093244055X,184
Tropic of Cancer,Henry Miller,3.69,0007204469,336
The End of Obscenity: The Trials of Lady Chatterley  Tropic of Cancer  and Fanny Hill,Charles Rembar,3.86,0060970618,528
Juniper,Monica Furlong,4.16,0394832205,198
The Long Road Back: A Survivor's Guide to Anorexia,Judy Tam Sargent-Sonia Nordenson,3.2,1880823195,194
The Road Back,Erich Maria Remarque,4.31,1931541744,352
Robinson Crusoe,Daniel Defoe-L.J. Swingle,3.67,1593080115,312
Achilles in Vietnam: Combat Trauma and the Undoing of Character,Jonathan Shay,4.24,0684813211,272
Mr. Cruso  Mrs. Barton und Mr. Foe,J.M. Coetzee-Wulf Teichmann,3.44,3596132517,190
The Work of Mourning,Jacques Derrida-Pascale-Anne Brault-Michael Naas,4.22,0226142817,272
Transform Your Life: A step-by-step programme for change,Diana Cooper,4.0,0749919442,176
Byzantium: The Early Centuries,John Julius Norwich,4.32,0394537785,408
Byzantium (Vol. 3): The Decline and Fall,John Julius Norwich,4.42,0140114491,488
Byzantium: The Apogee,John Julius Norwich,4.41,0140114483,389
A Short History of Byzantium,John Julius Norwich,4.09,0679772693,496
The Middle Sea: A History of the Mediterranean,John Julius Norwich,3.85,0701176083,588
Byzantium: The Decline and Fall,John Julius Norwich,4.42,0679416501,488
A History of Venice,John Julius Norwich,4.21,0679721975,673
The Normans in Sicily: The Normans in the South 1016-1130 and the Kingdom in the Sun 1130-1194,John Julius Norwich,4.32,0140152121,816
Siddhartha,Hermann Hesse-Susan Bernofsky-Tom Robbins,4.01,0679643362,129
Siddhartha,Hermann Hesse-Joachim Neugroschel-Ralph Freedman,4.01,0142437182,132
Siddhartha,Hermann Hesse,4.01,2253008486,160
Siddhartha,Hermann Hesse-Hilda Rosner-Donald McCrory,4.01,033035485X,213
The Moonstone,Wilkie Collins-Carolyn G. Heilbrun,3.91,0375757856,528
The Moonstone,Wilkie Collins,3.91,0140620133,464
The Moonstone,Wilkie Collins-P.D. James,3.91,0192100289,576
Ride of the Second Horseman: The Birth and Death of War,Robert L. O'Connell,4.23,0195119207,320
Beloved,Toni Morrison,3.81,1400033411,324
Cry  the Beloved Country,Alan Paton,3.89,074326195X,316
Life of the Beloved: Spiritual Living in a Secular World,Henri J.M. Nouwen,4.29,0824519868,160
Come Away My Beloved,Frances J. Roberts,4.58,1593109156,192
Israel  My Beloved,Kay Arthur,4.17,0736903704,448
Beloved Bride: The Letters of Stonewall Jackson to His Wife,Bill Potter-Stephen Lang,4.14,1929241631,156
The Search for the Beloved: Journeys in Mythology and Sacred Psychology (Inner Workbook),Jean Houston,4.0,0874778719,272
Reservation Blues,Sherman Alexie,3.98,0802141900,306
All the Pretty Horses,Cormac McCarthy,3.98,0739412531,302
The Border Trilogy: All the Pretty Horses  The Crossing  Cities of the Plain,Cormac McCarthy,4.43,0375407936,1040
Music & Silence,Rose Tremain,3.95,0743418263,512
The Periodic Table,Primo Levi,4.2,0140296611,194
Survival in Auschwitz,Primo Levi-Stuart J. Woolf-Philip Roth,4.31,0684826801,187
The Reawakening,Primo Levi-Stuart J. Woolf,4.27,0684826356,230
The Drowned and the Saved,Primo Levi,4.39,0349100470,170
If This Is a Man & The Truce,Primo Levi-Stuart J. Woolf,4.55,1857152220,480
The Monkey's Wrench,Primo Levi-William Weaver-Ruth Feldman-Ruth Tenzer Feldman,3.93,0140188924,192
If This Is a Man / The Truce,Primo Levi-Stuart J. Woolf-Paul Bailey,4.55,0349100136,419
Primo Levi: A Life,Ian Thomson,4.14,0312423675,640
Wuthering Heights,Emily Brontë,3.84,0140620125,279
Wuthering Heights,Emily Brontë-Richard J. Dunn-David Timson-Charlotte Brontë-Ruth Golding-Robert Heindel,3.84,0393978893,464
Disgrace,J.M. Coetzee,3.84,0143036378,220
Waiting for the Barbarians,J.M. Coetzee,3.93,0140283358,152
The Lives of Animals,J.M. Coetzee-Amy Gutmann-Peter Singer-Wendy Doniger-Barbara Smuts-Marjorie Garber,3.69,069107089X,136
Boyhood: Scenes from Provincial Life,J.M. Coetzee,3.79,014026566X,166
Youth,J.M. Coetzee,3.79,0142002003,176
Age of Iron,J.M. Coetzee,3.85,0140275657,198
The Wife (Kristin Lavransdatter  #2),Sigrid Undset-Tiina Nunnally-Sherrill Harbison,4.15,0141181281,402
Kristin Lavransdatter (Kristin Lavransdatter  #1-3),Sigrid Undset-Tiina Nunnally-Brad Leithauser-Ieva Celmiņa,4.28,0143039164,1144
The Axe (The Master of Hestviken  #1),Sigrid Undset-Arthur G. Chater,4.21,0679752730,304
The Cross (Kristin Lavransdatter  #3),Sigrid Undset-Tiina Nunnally-Sherrill Harbison,4.28,0141182350,366
The Wreath (Kristin Lavransdatter  #1),Sigrid Undset-Tiina Nunnally,4.02,0141180412,305
The Mistress of Husaby (Kristin Lavransdatter  #2),Sigrid Undset,4.15,0394752937,384
Jenny,Sigrid Undset-Tiina Nunnally,3.76,158642050X,330
The Unknown Sigrid Undset: Jenny and Other Works,Sigrid Undset-Tim Page-Tiina Nunnally-Naomi Walford,4.2,1586420216,406
Gunnar's Daughter,Sigrid Undset-Sherrill Harbison-Arthur G. Chater,4.17,014118020X,161
The Snake Pit (The Master of Hestviken  #2),Sigrid Undset-Arthur G. Chater,4.24,0679755543,240
The Son Avenger (The Master of Hestviken  #4),Sigrid Undset,4.39,0679755527,288
An Imaginary Life,David Malouf,3.87,0099273845,156
The Great World,David Malouf,3.87,0099273861,336
A Very Long Engagement,Sébastien Japrisot,3.91,0099474549,320
Birdsong,Sebastian Faulks,4.08,0679776818,483
The Collected Poems of Wilfred Owen,Wilfred Owen-Cecil Day-Lewis,4.33,0811201325,192
Murder in Foggy Bottom (Capital Crimes  #17),Margaret Truman,3.7,0449001962,368
The Road,Cormac McCarthy,3.96,0307265439,241
The Road to Serfdom,Friedrich A. Hayek,4.18,0415253896,272
Road of the Patriarch (Forgotten Realms: The Sellswords  #3),R.A. Salvatore,4.19,0786940751,346
Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways,Jamie Jensen,3.96,1566917662,964
Howl's Moving Castle (Howl's Moving Castle  #1),Diana Wynne Jones,4.3,006441034X,329
Howl and Other Poems,Allen Ginsberg-William Carlos Williams,4.13,0872863107,56
The Art of Howl's Moving Castle,Hayao Miyazaki-Yuji Oniki-Joe Hisaishi,4.51,1421500493,256
Howl: Original Draft Facsimile  Transcript & Variant Versions  Fully Annotated by Author  with Contemporaneous Correspondence,Allen Ginsberg-Barry Miles,4.22,0061137456,208
The Best of America's Test Kitchen 2007: The Year's Best Recipes  Equipment Reviews  and Tastings,America's Test Kitchen,4.34,1933615095,312
Charlie and the Chocolate Factory,Roald Dahl-Quentin Blake,4.12,0142403881,176
Charlie and the Chocolate Factory: A Play,Richard R. George-Roald Dahl,4.31,0140311254,96
Charlie y la fábrica de chocolate (Charlie Bucket  #1),Roald Dahl-Quentin Blake,4.12,1598200593,172
Charlie and the Chocolate Factory (Abridged),Roald Dahl,3.86,0142404209,40
The BFG,Roald Dahl-Quentin Blake,4.22,0141311371,199
The BFG,Roald Dahl-Quentin Blake,4.22,0440840406,208
The BFG,Roald Dahl-Quentin Blake,4.22,0590975005,207
The BFG,Roald Dahl-Quentin Blake,4.22,0439387868,207
Collected Stories,Roald Dahl-Jeremy Treglown,4.37,0307264904,850
The Witches,Roald Dahl-Quentin Blake,4.17,0590032496,208
Roald Dahl Treasury,Roald Dahl,4.43,067003665X,448
The Best of Roald Dahl,Roald Dahl,4.38,0679729917,520
Dirty Beasts,Roald Dahl-Quentin Blake,4.02,0142302279,32
Never Let Me Go,Kazuo Ishiguro,3.81,1400078776,288
Never Let Me Go,Kazuo Ishiguro,3.81,0676977111,288
Never Let Me Go,Kazuo Ishiguro,3.81,0571224121,263
Never Let Me Go,Kazuo Ishiguro-Rosalyn Landor,3.81,1415916292,10
Homeric Moments: Clues to Delight in Reading the Odyssey and the Iliad,Eva Brann,4.29,0967967570,326
Paradoxes of Education in a Republic,Eva Brann,4.3,0226071367,178
The Music of the Republic: Essays on Socrates' Conversations and Plato's Writings,Eva Brann,4.55,1589880080,378
Open Secrets / Inward Prospects: Reflections on World and Soul,Eva Brann,4.42,1589880196,435
Phaedo,Plato-Eva Brann-Peter Kalkavage-Eric Salem,4.03,0941051692,118
Rocky Stories: Tales of Love  Hope  and Happiness at America's Most Famous Steps,Michael Vitez-Tom Gralish-Sylvester Stallone,4.16,1589880293,144
Since You're Leaving Anyway  Take Out the Trash (Domestic Equalizers #1),Dixie Cash,3.81,0060595361,384
The DaVinci Code: A Quest for Answers,Josh McDowell,4.05,1932587802,120
The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.82,0385504217,522
Blessings from the Other Side: Wisdom and Comfort from the Afterlife for This Life,Sylvia Browne-Lindsay Harrison,3.95,0451206703,208
Mother God: The Feminine Principle to Our Creator,Sylvia Browne,4.04,1401903096,128
Thanksgiving,Janet Evanovich,3.6,0060598808,228
Plum Lovin' (Stephanie Plum  #12.5),Janet Evanovich,3.72,0312306342,164
Four to Score (Stephanie Plum  #4),Janet Evanovich,4.17,0312966970,313
High Five (Stephanie Plum  #5),Janet Evanovich,4.18,0330371231,336
